key,label,resource_id,native_va,native_string_found,category,value_hint,pq25_location,current_state,known_good_state,current_value6,target_value6,pending_write_target,raw_value_key,raw_address4,coding_type,tail_bytes,write_tuple_status,confidence,notes
car_setting_left_tail_light_when_trunk_open_non_nar,Left taillight when trunk is open (non-NAR),0x7f140c5e,0x0076961B,True,lighting_general,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_left_turn_signal,Left turn signal,0x7f140c5f,0x00C522F1,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_less_air,Less air,0x7f140c60,0x008FE2B1,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_less_beep,Less beep,0x7f140c61,0x009DF35D,True,sound_chime,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_level1,Level 1,0x7f140c62,0x00B72B24,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_level2,Level 2,0x7f140c63,0x0091EA6F,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_level3,Level 3,0x7f140c64,0x008D21C9,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_level4,Level 4,0x7f140c65,0x0073144D,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_level5,Level 5,0x7f140c66,0x00731460,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_level6,Level 6,0x7f140c67,0x007651C2,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_light_bar_with_drl_step_1,Use front light bar with daytime running lights (step 1 of 4),0x7f140c68,0x009EEB73,True,lighting_drl_adl,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_light_bar_with_drl_step_2,Use front light bar with daytime running lights (step 2 of 4),0x7f140c69,0x009475B5,True,lighting_drl_adl,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_light_bar_with_drl_step_3,Use front light bar with daytime running lights (step 3 of 4),0x7f140c6a,0x008FE490,True,lighting_drl_adl,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_light_bar_with_drl_step_4,Use front light bar with daytime running lights (step 4 of 4),0x7f140c6b,0x0092DE5A,True,lighting_drl_adl,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_light_control_glass_memory,Panoramic sunroof light control glass memory,0x7f140c6c,0x00C51034,True,lighting_general,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_light_control_glass_voice_control,Panoramic sunroof light control glass voice activation,0x7f140c6d,0x00B4D50E,True,lighting_general,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lighting_configuration_region,Lighting configuration region,0x7f140c6e,0x00C37FFE,True,lighting_general,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lincoln,Lincoln,0x7f140c6f,0x00B72B69,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lincoln_classic1,Lincoln classic 1,0x7f140c70,0x00783969,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lincoln_classic2,Lincoln classic 2,0x7f140c71,0x00891ECD,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_link_ac_to_air_flow,Link air flow to A/C operation,0x7f140c72,0x00870565,True,comfort,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lock_only,Lock only,0x7f140c73,0x00AAAE8A,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lock_unlock,Lock/Unlock,0x7f140c74,0x00C28FF5,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lock_unlock_by_i_key,Lock/unlock doors via door handle button,0x7f140c75,0x00B4A509,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_locked,Locked,0x7f140c76,0x009DF5A8,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_long,Long,0x7f140c77,0x009D1052,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_longer,Longer,0x7f140c78,0x00C73617,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_loud,Loud,0x7f140c79,0x0080C742,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_loudspeaker,Loudspeaker,0x7f140c7a,0x0081F3BC,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_low,Low,0x7f140c7b,0x008E9FD4,True,app_catalog,choice/value label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_low_beam_brightness,Low beam brightness,0x7f140c7c,0x009BF9E1,True,lighting_general,numeric setting label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_low_beams,Low beams,0x7f140c7d,0x008E9F82,True,lighting_general,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_low_beams_europe,Low beams (Euro),0x7f140c7e,0x00BB821F,True,lighting_general,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_low_beams_off_when_starting_engine,Turn off low beams when starting engine,0x7f140c7f,0x006C5AE6,True,lighting_general,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_low_fuel_warning_threshold,Warn about low fuel level when range is…,0x7f140c80,0x00B6E28E,True,app_catalog,numeric setting label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_low_high,Low/High,0x7f140c81,0x00B7D5CB,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_low_pitched,Low-pitched,0x7f140c82,0x0080B4F7,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_low_plus_sound,Low plus sound,0x7f140c83,0x008340F5,True,sound_chime,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_low_power_mode,Vehicle low-power mode,0x7f140c84,0x00B4E77A,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_low_power_mode_distance_left,Distance until low-power mode gets deactivated,0x7f140c85,0x009D4B7C,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_low_very,Very low,0x7f140c86,0x00693AF3,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_low_with_common_air_dist_control,Low with common air distribution control,0x7f140c87,0x00C22D79,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_low_with_common_temp_control,Low with common temperature control,0x7f140c88,0x0081F163,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower,Lower,0x7f140c89,0x00A1B80B,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_driver_mirror_in_reverse,Lower driver-side mirror when in reverse gear,0x7f140c8a,0x00734043,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_driver_mirror_in_reverse_step_1,Lower driver-side mirror when in reverse gear (Step 1 of 2),0x7f140c8b,0x00BE3BED,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_driver_mirror_in_reverse_step_2,Lower driver-side mirror when in reverse gear (Step 2 of 2),0x7f140c8c,0x00B8C039,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_mirror_in_mmi,Menu for lowering passenger-side mirror when in reverse gear,0x7f140c8d,0x00C3817B,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_mirror_in_reverse,Lower passenger-side mirror when in reverse gear,0x7f140c8e,0x00A46C17,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_mirror_in_reverse_bmw_only_req_memory_seats,Lower passenger-side mirror when in reverse gear (BMW only) (req. memory seats),0x7f140c8f,0x008CAD02,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_mirror_in_reverse_delta,Lower passenger-side mirror when in reverse gear by…,0x7f140c90,0x0085DFE8,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_mirror_in_reverse_global,Allow lowering passenger-side mirror when in reverse gear,0x7f140c91,0x00C38145,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_mirror_in_reverse_req_memory_seats,Lower passenger-side mirror when in reverse gear (req. memory seats),0x7f140c92,0x009EED2F,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_mirror_in_reverse_step_1,Lower passenger-side mirror when in reverse gear (Step 1 of 2),0x7f140c93,0x008E0800,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_mirror_in_reverse_step_1_from_3,Lower passenger-side mirror when in reverse gear (Step 1 of 3),0x7f140c94,0x008EED50,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_mirror_in_reverse_step_2,Lower passenger-side mirror when in reverse gear (Step 2 of 2),0x7f140c95,0x00BF2BB0,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_mirror_in_reverse_step_2_from_3,Lower passenger-side mirror when in reverse gear (Step 2 of 3),0x7f140c96,0x007FD448,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_mirror_in_reverse_step_3_from_3,Lower passenger-side mirror when in reverse gear (Step 3 of 3),0x7f140c97,0x0091ED35,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_parking_sensor_beep_volume_when_moving_away,Lower parking sensor beep volume when moving away from objects,0x7f140c98,0x0092C7D9,True,parking_assist,numeric setting label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_parking_sensor_beep_volume_when_stationary_3sec,Lower parking sensor beep volume when stationary for more than 3 sec.,0x7f140c99,0x00B4D2D7,True,parking_assist,numeric setting label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_shade_on_reverse,Roll down rear shade when in reverse gear,0x7f140c9a,0x00AD91D0,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_shade_on_reverse_delay,Delay for rolling down rear shade when in reverse gear,0x7f140c9b,0x00791A15,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_shade_on_reverse_key1,Roll down rear shade when in reverse gear (fob 1),0x7f140c9c,0x00B68A45,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_shade_on_reverse_key2,Roll down rear shade when in reverse gear (fob 2),0x7f140c9d,0x00A5BBC5,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_shade_on_reverse_key3,Roll down rear shade when in reverse gear (fob 3),0x7f140c9e,0x00B68A6D,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lower_shade_on_reverse_key4,Roll down rear shade when in reverse gear (fob 4),0x7f140c9f,0x00B9B442,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_lowest,Lowest,0x7f140ca0,0x008DF1E8,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_m2,M2,0x7f140ca1,0x009C0DE3,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_m3,M3,0x7f140ca2,0x00B86FE7,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_m4,M4,0x7f140ca3,0x008CCB40,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_m4_gts,M4 GTS,0x7f140ca4,0x006C74CE,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_m_performance,M Performance,0x7f140ca5,0x00C60DA7,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_main_window_or_full_screen,Main window or full screen,0x7f140ca6,0x00691C3A,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_male,Male,0x7f140ca7,0x00931FD7,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_manual,Manual,0x7f140ca8,0x0074E101,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_manual_switch,Manual switch,0x7f140ca9,0x0097D4F3,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_manual_to_auto_mode_ignition_on,A/C MANUAL to AUTO mode when ignition is on,0x7f140caa,0x00833EEF,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_manual_window_close_with_jamming_protection_method_a,Manual closing of windows with jamming protection (method A),0x7f140cab,0x008CAE40,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_manual_window_close_with_jamming_protection_method_b,Manual closing of windows with jamming protection (method B),0x7f140cac,0x00B39285,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_marker_lights_with_unlock,Turn on marker lights when vehicle is unlocked via remote,0x7f140cad,0x00870606,True,lighting_general,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_max,Max,0x7f140cae,0x00A19EDD,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_mdrive_menu_in_idrive,M Drive menu in iDrive,0x7f140caf,0x00918679,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_medium,Medium,0x7f140cb0,0x00AA4B46,True,app_catalog,choice/value label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_memory_for_lowering_mirror_in_reverse,Remember position when lowering passenger-side mirror in reverse gear,0x7f140cb1,0x0085CC9A,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_memory_for_lowering_mirror_in_reverse_bmw_only,Remember position when lowering passenger-side mirror in reverse gear (BMW only),0x7f140cb2,0x00B52EE3,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_mexico_cluster,Mexico instrument cluster,0x7f140cb3,0x00B8BF19,True,instrument_cluster,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_mfd,Multi-Function Display,0x7f140cb4,0x00735973,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_microphone_sensitivity,Microphone sensitivity,0x7f140cb5,0x00BAD281,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_middle,Middle,0x7f140cb6,0x009ED44E,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_min_blower_speed_climate_control_off,Keep blower running at minimum speed when climate control is off,0x7f140cb7,0x0097D42E,True,comfort,numeric setting label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_min_time_of_beep,PDC beep time duration,0x7f140cb8,0x009BFB10,True,sound_chime,numeric setting label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_minimum_beep_before_bumper_contact,PDC beep volume before bumper contact,0x7f140cb9,0x00691DB6,True,sound_chime,numeric setting label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_minus_1,-1,0x7f140cba,0x00945DE2,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_minus_1_celsius,-1 °C (30.2 °F),0x7f140cbb,0x00BBAE81,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_minus_2,-2,0x7f140cbc,0x00C73603,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_minus_2_celsius,-2 °C (28.4 °F),0x7f140cbd,0x008DF1CC,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_minus_3_celsius,-3 °C (26.6 °F),0x7f140cbe,0x00C369E5,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_mirror_and_rear_window_heating_duration,Mirrors and rear window heaters run for duration of,0x7f140cbf,0x00B68A11,True,windows_mirrors,numeric setting label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_mirror_heating_with_rear_window_heater,Activate side mirror heaters when rear window defroster is on,0x7f140cc0,0x008A0ADA,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_mirror_synchronous,Synchronous mirror adjustment,0x7f140cc1,0x0079334B,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_mirror_synchronous_menu,Synchronous mirror adjustment menu in infotainment,0x7f140cc2,0x006C1859,True,windows_mirrors,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_mislock_chirp,Mislock chirp,0x7f140cc3,0x00B3F4AD,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_mislock_chirp_with_secodn_press_feedback,Mislock chirp with second press lock feedback,0x7f140cc4,0x007FD413,True,locking,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_mmi_display_time,Show time in MMI,0x7f140cc5,0x006A7767,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_mmi_display_time_and_temperature_adjustment,Show time and temperature adjustment in MMI,0x7f140cc6,0x00792F2D,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_mmi_display_time_at_rear,Show time for the rear panel,0x7f140cc7,0x00BF28D2,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_model_a3,Audi A3,0x7f140cc8,0x00ADA57C,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
car_setting_model_a4_cabrio,Audi A4 cabrio,0x7f140cc9,0x006A779B,True,app_catalog,setting/category label,,,,,,False,unknown,unknown,unknown,unknown,not mapped to this BCM,unmapped,App-visible Carista resource string. Runtime vehicle support is selected by native availability checks.
